YEAR,MARKS_SCORED,CATEGORY,GENDER,PWD_STATUS,EXPECTED_GENERAL_RANK_MIN,EXPECTED_GENERAL_RANK_MAX,EXPECTED_CATEGORY_RANK_MIN,EXPECTED_CATEGORY_RANK_MAX
2025,74,EWS,M,Yes,141855,142155,1978,2078
2025,74,EWS,F,No,141855,142155,38496,38591
2025,74,EWS,F,Yes,141855,142155,1879,1974
2025,74,OBC-NCL,M,No,141855,142155,35451,35551
2025,74,OBC-NCL,M,Yes,141855,142155,1725,1825
2025,74,OBC-NCL,F,No,141855,142155,33678,33773
2025,74,OBC-NCL,F,Yes,141855,142155,1638,1733
2025,74,SC,M,No,141855,142155,15728,15828
2025,74,SC,M,Yes,141855,142155,738,838
2025,74,SC,F,No,141855,142155,14941,15036
2025,74,SC,F,Yes,141855,142155,701,796
2025,74,ST,M,No,141855,142155,9417,9517
2025,74,ST,M,Yes,141855,142155,423,523
2025,74,ST,F,No,141855,142155,8946,9041
2025,74,ST,F,Yes,141855,142155,401,496
2025,75,GENERAL,M,No,137727,138027,137827,137927
2025,75,GENERAL,M,Yes,137727,138027,6843,6943
2025,75,GENERAL,F,No,137727,138027,130935,131030
2025,75,GENERAL,F,Yes,137727,138027,6500,6595
2025,75,EWS,M,No,137727,138027,39343,39443
2025,75,EWS,M,Yes,137727,138027,1919,2019
2025,75,EWS,F,No,137727,138027,37375,37470
2025,75,EWS,F,Yes,137727,138027,1823,1918
2025,75,OBC-NCL,M,No,137727,138027,34419,34519
2025,75,OBC-NCL,M,Yes,137727,138027,1673,1773
2025,75,OBC-NCL,F,No,137727,138027,32698,32793
2025,75,OBC-NCL,F,Yes,137727,138027,1589,1684
2025,75,SC,M,No,137727,138027,15269,15369
2025,75,SC,M,Yes,137727,138027,715,815
2025,75,SC,F,No,137727,138027,14505,14600
2025,75,SC,F,Yes,137727,138027,679,774
2025,75,ST,M,No,137727,138027,9141,9241
2025,75,ST,M,Yes,137727,138027,409,509
2025,75,ST,F,No,137727,138027,8683,8778
2025,75,ST,F,Yes,137727,138027,388,483
2025,76,GENERAL,M,No,133719,134019,133819,133919
2025,76,GENERAL,M,Yes,133719,134019,6643,6743
2025,76,GENERAL,F,No,133719,134019,127128,127223
2025,76,GENERAL,F,Yes,133719,134019,6310,6405
2025,76,EWS,M,No,133719,134019,38198,38298
2025,76,EWS,M,Yes,133719,134019,1862,1962
2025,76,EWS,F,No,133719,134019,36288,36383
2025,76,EWS,F,Yes,133719,134019,1768,1863
2025,76,OBC-NCL,M,No,133719,134019,33417,33517
2025,76,OBC-NCL,M,Yes,133719,134019,1623,1723
2025,76,OBC-NCL,F,No,133719,134019,31746,31841
2025,76,OBC-NCL,F,Yes,133719,134019,1541,1636
2025,76,SC,M,No,133719,134019,14824,14924
2025,76,SC,M,Yes,133719,134019,693,793
2025,76,SC,F,No,133719,134019,14082,14177
2025,76,SC,F,Yes,133719,134019,658,753
2025,76,ST,M,No,133719,134019,8874,8974
2025,76,ST,M,Yes,133719,134019,396,496
2025,76,ST,F,No,133719,134019,8430,8525
2025,76,ST,F,Yes,133719,134019,376,471
2025,77,GENERAL,M,No,129828,130128,129928,130028
2025,77,GENERAL,M,Yes,129828,130128,6448,6548
2025,77,GENERAL,F,No,129828,130128,123431,123526
2025,77,GENERAL,F,Yes,129828,130128,6125,6220
2025,77,EWS,M,No,129828,130128,37086,37186
2025,77,EWS,M,Yes,129828,130128,1806,1906
2025,77,EWS,F,No,129828,130128,35231,35326
2025,77,EWS,F,Yes,129828,130128,1715,1810
2025,77,OBC-NCL,M,No,129828,130128,32444,32544
2025,77,OBC-NCL,M,Yes,129828,130128,1574,1674
2025,77,OBC-NCL,F,No,129828,130128,30821,30916
2025,77,OBC-NCL,F,Yes,129828,130128,1495,1590
2025,77,SC,M,No,129828,130128,14392,14492
2025,77,SC,M,Yes,129828,130128,672,772
2025,77,SC,F,No,129828,130128,13672,13767
2025,77,SC,F,Yes,129828,130128,638,733
2025,77,ST,M,No,129828,130128,8615,8715
2025,77,ST,M,Yes,129828,130128,383,483
2025,77,ST,F,No,129828,130128,8184,8279
2025,77,ST,F,Yes,129828,130128,363,458
2025,78,GENERAL,M,No,126049,126349,126149,126249
2025,78,GENERAL,M,Yes,126049,126349,6259,6359
2025,78,GENERAL,F,No,126049,126349,119841,119936
2025,78,GENERAL,F,Yes,126049,126349,5946,6041
2025,78,EWS,M,No,126049,126349,36007,36107
2025,78,EWS,M,Yes,126049,126349,1752,1852
2025,78,EWS,F,No,126049,126349,34206,34301
2025,78,EWS,F,Yes,126049,126349,1664,1759
2025,78,OBC-NCL,M,No,126049,126349,31499,31599
2025,78,OBC-NCL,M,Yes,126049,126349,1527,1627
2025,78,OBC-NCL,F,No,126049,126349,29924,30019
2025,78,OBC-NCL,F,Yes,126049,126349,1450,1545
2025,78,SC,M,No,126049,126349,13972,14072
2025,78,SC,M,Yes,126049,126349,651,751
2025,78,SC,F,No,126049,126349,13273,13368
2025,78,SC,F,Yes,126049,126349,618,713
2025,78,ST,M,No,126049,126349,8363,8463
2025,78,ST,M,Yes,126049,126349,370,470
2025,78,ST,F,No,126049,126349,7944,8039
2025,78,ST,F,Yes,126049,126349,351,446
2025,79,GENERAL,M,No,122381,122681,122481,122581
2025,79,GENERAL,M,Yes,122381,122681,6076,6176
2025,79,GENERAL,F,No,122381,122681,116356,116451
2025,79,GENERAL,F,Yes,122381,122681,5772,5867
2025,79,EWS,M,No,122381,122681,34958,35058
2025,79,EWS,M,Yes,122381,122681,1700,1800
2025,79,EWS,F,No,122381,122681,33210,33305
2025,79,EWS,F,Yes,122381,122681,1615,1710
2025,79,OBC-NCL,M,No,122381,122681,30582,30682
2025,79,OBC-NCL,M,Yes,122381,122681,1481,1581
2025,79,OBC-NCL,F,No,122381,122681,29052,29147
2025,79,OBC-NCL,F,Yes,122381,122681,1406,1501
2025,79,SC,M,No,122381,122681,13564,13664
2025,79,SC,M,Yes,122381,122681,630,730
2025,79,SC,F,No,122381,122681,12885,12980
2025,79,SC,F,Yes,122381,122681,598,693
2025,79,ST,M,No,122381,122681,8118,8218
2025,79,ST,M,Yes,122381,122681,358,458
2025,79,ST,F,No,122381,122681,7712,7807
2025,79,ST,F,Yes,122381,122681,340,435
2025,80,GENERAL,M,No,118819,119119,118919,119019
2025,80,GENERAL,M,Yes,118819,119119,5898,5998
2025,80,GENERAL,F,No,118819,119119,112973,113068
2025,80,GENERAL,F,Yes,118819,119119,5603,5698
2025,80,EWS,M,No,118819,119119,33941,34041
2025,80,EWS,M,Yes,118819,119119,1649,1749
2025,80,EWS,F,No,118819,119119,32243,32338
2025,80,EWS,F,Yes,118819,119119,1566,1661
2025,80,OBC-NCL,M,No,118819,119119,29692,29792
2025,80,OBC-NCL,M,Yes,118819,119119,1437,1537
2025,80,OBC-NCL,F,No,118819,119119,28207,28302
2025,80,OBC-NCL,F,Yes,118819,119119,1365,1460
2025,80,SC,M,No,118819,119119,13168,13268
2025,80,SC,M,Yes,118819,119119,610,710
2025,80,SC,F,No,118819,119119,12509,12604
2025,80,SC,F,Yes,118819,119119,579,674
2025,80,ST,M,No,118819,119119,7881,7981
2025,80,ST,M,Yes,118819,119119,346,446
2025,80,ST,F,No,118819,119119,7486,7581
2025,80,ST,F,Yes,118819,119119,328,423
2025,81,GENERAL,M,No,115361,115661,115461,115561
2025,81,GENERAL,M,Yes,115361,115661,5725,5825
2025,81,GENERAL,F,No,115361,115661,109687,109782
2025,81,GENERAL,F,Yes,115361,115661,5438,5533
2025,81,EWS,M,No,115361,115661,32953,33053
2025,81,EWS,M,Yes,115361,115661,1600,1700
2025,81,EWS,F,No,115361,115661,31305,31400
2025,81,EWS,F,Yes,115361,115661,1520,1615
2025,81,OBC-NCL,M,No,115361,115661,28827,28927
2025,81,OBC-NCL,M,Yes,115361,115661,1393,1493
2025,81,OBC-NCL,F,No,115361,115661,27385,27480
2025,81,OBC-NCL,F,Yes,115361,115661,1323,1418
2025,81,SC,M,No,115361,115661,12784,12884
2025,81,SC,M,Yes,115361,115661,591,691
2025,81,SC,F,No,115361,115661,12144,12239
2025,81,SC,F,Yes,115361,115661,561,656
2025,81,ST,M,No,115361,115661,7650,7750
2025,81,ST,M,Yes,115361,115661,335,435
2025,81,ST,F,No,115361,115661,7267,7362
2025,81,ST,F,Yes,115361,115661,318,413
2025,82,GENERAL,M,No,112003,112303,112103,112203
2025,82,GENERAL,M,Yes,112003,112303,5557,5657
2025,82,GENERAL,F,No,112003,112303,106497,106592
2025,82,GENERAL,F,Yes,112003,112303,5279,5374
2025,82,EWS,M,No,112003,112303,31993,32093
2025,82,EWS,M,Yes,112003,112303,1552,1652
2025,82,EWS,F,No,112003,112303,30393,30488
2025,82,EWS,F,Yes,112003,112303,1474,1569
2025,82,OBC-NCL,M,No,112003,112303,27988,28088
2025,82,OBC-NCL,M,Yes,112003,112303,1351,1451
2025,82,OBC-NCL,F,No,112003,112303,26588,26683
2025,82,OBC-NCL,F,Yes,112003,112303,1283,1378
2025,82,SC,M,No,112003,112303,12411,12511
2025,82,SC,M,Yes,112003,112303,573,673
2025,82,SC,F,No,112003,112303,11790,11885
2025,82,SC,F,Yes,112003,112303,544,639
2025,82,ST,M,No,112003,112303,7426,7526
2025,82,ST,M,Yes,112003,112303,323,423
2025,82,ST,F,No,112003,112303,7054,7149
2025,82,ST,F,Yes,112003,112303,306,401
2025,83,GENERAL,M,No,108743,109043,108843,108943
2025,83,GENERAL,M,Yes,108743,109043,5394,5494
2025,83,GENERAL,F,No,108743,109043,103400,103495
2025,83,GENERAL,F,Yes,108743,109043,5124,5219
2025,83,EWS,M,No,108743,109043,31062,31162
2025,83,EWS,M,Yes,108743,109043,1505,1605
2025,83,EWS,F,No,108743,109043,29508,29603
2025,83,EWS,F,Yes,108743,109043,1429,1524
2025,83,OBC-NCL,M,No,108743,109043,27173,27273
2025,83,OBC-NCL,M,Yes,108743,109043,1311,1411
2025,83,OBC-NCL,F,No,108743,109043,25814,25909
2025,83,OBC-NCL,F,Yes,108743,109043,1245,1340
2025,83,SC,M,No,108743,109043,12049,12149
2025,83,SC,M,Yes,108743,109043,554,654
2025,83,SC,F,No,108743,109043,11446,11541
2025,83,SC,F,Yes,108743,109043,526,621
2025,83,ST,M,No,108743,109043,7209,7309
2025,83,ST,M,Yes,108743,109043,312,412
2025,83,ST,F,No,108743,109043,6848,6943
2025,83,ST,F,Yes,108743,109043,296,391
2025,84,GENERAL,M,No,105577,105877,105677,105777
2025,84,GENERAL,M,Yes,105577,105877,5236,5336
2025,84,GENERAL,F,No,105577,105877,100393,100488
2025,84,GENERAL,F,Yes,105577,105877,4974,5069
2025,84,EWS,M,No,105577,105877,30157,30257
2025,84,EWS,M,Yes,105577,105877,1460,1560
2025,84,EWS,F,No,105577,105877,28649,28744
2025,84,EWS,F,Yes,105577,105877,1387,1482
2025,84,OBC-NCL,M,No,105577,105877,26381,26481
2025,84,OBC-NCL,M,Yes,105577,105877,1271,1371
2025,84,OBC-NCL,F,No,105577,105877,25061,25156
2025,84,OBC-NCL,F,Yes,105577,105877,1207,1302
2025,84,SC,M,No,105577,105877,11697,11797
2025,84,SC,M,Yes,105577,105877,537,637
2025,84,SC,F,No,105577,105877,11112,11207
2025,84,SC,F,Yes,105577,105877,510,605
2025,84,ST,M,No,105577,105877,6998,7098
2025,84,ST,M,Yes,105577,105877,302,402
2025,84,ST,F,No,105577,105877,6648,6743
2025,84,ST,F,Yes,105577,105877,286,381
2025,85,GENERAL,M,No,102504,102804,102604,102704
2025,85,GENERAL,M,Yes,102504,102804,5082,5182
2025,85,GENERAL,F,No,102504,102804,97473,97568
2025,85,GENERAL,F,Yes,102504,102804,4827,4922
2025,85,EWS,M,No,102504,102804,29279,29379
2025,85,EWS,M,Yes,102504,102804,1416,1516
2025,85,EWS,F,No,102504,102804,27815,27910
2025,85,EWS,F,Yes,102504,102804,1345,1440
2025,85,OBC-NCL,M,No,102504,102804,25613,25713
2025,85,OBC-NCL,M,Yes,102504,102804,1233,1333
2025,85,OBC-NCL,F,No,102504,102804,24332,24427
2025,85,OBC-NCL,F,Yes,102504,102804,1171,1266
2025,85,SC,M,No,102504,102804,11356,11456
2025,85,SC,M,Yes,102504,102804,520,620
2025,85,SC,F,No,102504,102804,10788,10883
2025,85,SC,F,Yes,102504,102804,494,589
2025,85,ST,M,No,102504,102804,6793,6893
2025,85,ST,M,Yes,102504,102804,292,392
2025,85,ST,F,No,102504,102804,6453,6548
2025,85,ST,F,Yes,102504,102804,277,372
2025,86,GENERAL,M,No,99520,99820,99620,99720
2025,86,GENERAL,M,Yes,99520,99820,4933,5033
2025,86,GENERAL,F,No,99520,99820,94639,94734
2025,86,GENERAL,F,Yes,99520,99820,4686,4781
2025,86,EWS,M,No,99520,99820,28427,28527
2025,86,EWS,M,Yes,99520,99820,1373,1473
2025,86,EWS,F,No,99520,99820,27005,27100
2025,86,EWS,F,Yes,99520,99820,1304,1399
2025,86,OBC-NCL,M,No,99520,99820,24867,24967
2025,86,OBC-NCL,M,Yes,99520,99820,1195,1295
2025,86,OBC-NCL,F,No,99520,99820,23623,23718
2025,86,OBC-NCL,F,Yes,99520,99820,1135,1230
2025,86,SC,M,No,99520,99820,11024,11124
2025,86,SC,M,Yes,99520,99820,503,603
2025,86,SC,F,No,99520,99820,10472,10567
2025,86,SC,F,Yes,99520,99820,477,572
2025,86,ST,M,No,99520,99820,6594,6694
2025,86,ST,M,Yes,99520,99820,282,382
2025,86,ST,F,No,99520,99820,6264,6359
2025,86,ST,F,Yes,99520,99820,267,362
2025,87,GENERAL,M,No,96622,96922,96722,96822
2025,87,GENERAL,M,Yes,96622,96922,4788,4888
2025,87,GENERAL,F,No,96622,96922,91885,91980
2025,87,GENERAL,F,Yes,96622,96922,4548,4643
2025,87,EWS,M,No,96622,96922,27599,27699
2025,87,EWS,M,Yes,96622,96922,1332,1432
2025,87,EWS,F,No,96622,96922,26219,26314
2025,87,EWS,F,Yes,96622,96922,1265,1360
2025,87,OBC-NCL,M,No,96622,96922,24143,24243
2025,87,OBC-NCL,M,Yes,96622,96922,1159,1259
2025,87,OBC-NCL,F,No,96622,96922,22935,23030
2025,87,OBC-NCL,F,Yes,96622,96922,1101,1196
2025,87,SC,M,No,96622,96922,10702,10802
2025,87,SC,M,Yes,96622,96922,487,587
2025,87,SC,F,No,96622,96922,10166,10261
2025,87,SC,F,Yes,96622,96922,462,557
2025,87,ST,M,No,96622,96922,6401,6501
2025,87,ST,M,Yes,96622,96922,272,372
2025,87,ST,F,No,96622,96922,6080,6175
2025,87,ST,F,Yes,96622,96922,258,353
2025,88,GENERAL,M,No,93809,94109,93909,94009
2025,88,GENERAL,M,Yes,93809,94109,4647,4747
2025,88,GENERAL,F,No,93809,94109,89213,89308
2025,88,GENERAL,F,Yes,93809,94109,4414,4509
2025,88,EWS,M,No,93809,94109,26795,26895
2025,88,EWS,M,Yes,93809,94109,1292,1392
2025,88,EWS,F,No,93809,94109,25455,25550
2025,88,EWS,F,Yes,93809,94109,1227,1322
2025,88,OBC-NCL,M,No,93809,94109,23439,23539
2025,88,OBC-NCL,M,Yes,93809,94109,1124,1224
2025,88,OBC-NCL,F,No,93809,94109,22267,22362
2025,88,OBC-NCL,F,Yes,93809,94109,1067,1162
2025,88,SC,M,No,93809,94109,10389,10489
2025,88,SC,M,Yes,93809,94109,471,571
2025,88,SC,F,No,93809,94109,9869,9964
2025,88,SC,F,Yes,93809,94109,447,542
2025,88,ST,M,No,93809,94109,6213,6313
2025,88,ST,M,Yes,93809,94109,263,363
2025,88,ST,F,No,93809,94109,5902,5997
2025,88,ST,F,Yes,93809,94109,249,344
2025,89,GENERAL,M,No,91078,91378,91178,91278
2025,89,GENERAL,M,Yes,91078,91378,4511,4611
2025,89,GENERAL,F,No,91078,91378,86619,86714
2025,89,GENERAL,F,Yes,91078,91378,4285,4380
2025,89,EWS,M,No,91078,91378,26015,26115
2025,89,EWS,M,Yes,91078,91378,1253,1353
2025,89,EWS,F,No,91078,91378,24714,24809
2025,89,EWS,F,Yes,91078,91378,1190,1285
2025,89,OBC-NCL,M,No,91078,91378,22757,22857
2025,89,OBC-NCL,M,Yes,91078,91378,1090,1190
2025,89,OBC-NCL,F,No,91078,91378,21619,21714
2025,89,OBC-NCL,F,Yes,91078,91378,1035,1130
2025,89,SC,M,No,91078,91378,10086,10186
2025,89,SC,M,Yes,91078,91378,456,556
2025,89,SC,F,No,91078,91378,9581,9676
2025,89,SC,F,Yes,91078,91378,433,528
2025,89,ST,M,No,91078,91378,6031,6131
2025,89,ST,M,Yes,91078,91378,254,354
2025,89,ST,F,No,91078,91378,5729,5824
2025,89,ST,F,Yes,91078,91378,241,336
2025,90,GENERAL,M,No,88426,88726,88526,88626
2025,90,GENERAL,M,Yes,88426,88726,4378,4478
2025,90,GENERAL,F,No,88426,88726,84099,84194
2025,90,GENERAL,F,Yes,88426,88726,4159,4254
2025,90,EWS,M,No,88426,88726,25257,25357
2025,90,EWS,M,Yes,88426,88726,1215,1315
2025,90,EWS,F,No,88426,88726,23994,24089
2025,90,EWS,F,Yes,88426,88726,1154,1249
2025,90,OBC-NCL,M,No,88426,88726,22094,22194
2025,90,OBC-NCL,M,Yes,88426,88726,1057,1157
2025,90,OBC-NCL,F,No,88426,88726,20989,21084
2025,90,OBC-NCL,F,Yes,88426,88726,1004,1099
2025,90,SC,M,No,88426,88726,9791,9891
2025,90,SC,M,Yes,88426,88726,442,542
2025,90,SC,F,No,88426,88726,9301,9396
2025,90,SC,F,Yes,88426,88726,419,514
2025,90,ST,M,No,88426,88726,5855,5955
2025,90,ST,M,Yes,88426,88726,245,345
2025,90,ST,F,No,88426,88726,5562,5657
2025,90,ST,F,Yes,88426,88726,232,327
2025,91,GENERAL,M,No,85851,86151,85951,86051
2025,91,GENERAL,M,Yes,85851,86151,4250,4350
2025,91,GENERAL,F,No,85851,86151,81653,81748
2025,91,GENERAL,F,Yes,85851,86151,4037,4132
2025,91,EWS,M,No,85851,86151,24521,24621
2025,91,EWS,M,Yes,85851,86151,1178,1278
2025,91,EWS,F,No,85851,86151,23294,23389
2025,91,EWS,F,Yes,85851,86151,1119,1214
2025,91,OBC-NCL,M,No,85851,86151,21450,21550
2025,91,OBC-NCL,M,Yes,85851,86151,1025,1125
2025,91,OBC-NCL,F,No,85851,86151,20377,20472
2025,91,OBC-NCL,F,Yes,85851,86151,973,1068
2025,91,SC,M,No,85851,86151,9505,9605
2025,91,SC,M,Yes,85851,86151,427,527
2025,91,SC,F,No,85851,86151,9029,9124
2025,91,SC,F,Yes,85851,86151,405,500
2025,91,ST,M,No,85851,86151,5683,5783
2025,91,ST,M,Yes,85851,86151,236,336
2025,91,ST,F,No,85851,86151,5398,5493
2025,91,ST,F,Yes,85851,86151,224,319
2025,92,GENERAL,M,No,83351,83651,83451,83551
2025,92,GENERAL,M,Yes,83351,83651,4125,4225
2025,92,GENERAL,F,No,83351,83651,79278,79373
2025,92,GENERAL,F,Yes,83351,83651,3918,4013
2025,92,EWS,M,No,83351,83651,23807,23907
2025,92,EWS,M,Yes,83351,83651,1142,1242
2025,92,EWS,F,No,83351,83651,22616,22711
2025,92,EWS,F,Yes,83351,83651,1084,1179
2025,92,OBC-NCL,M,No,83351,83651,20825,20925
2025,92,OBC-NCL,M,Yes,83351,83651,993,1093
2025,92,OBC-NCL,F,No,83351,83651,19783,19878
2025,92,OBC-NCL,F,Yes,83351,83651,943,1038
2025,92,SC,M,No,83351,83651,9227,9327
2025,92,SC,M,Yes,83351,83651,413,513
2025,92,SC,F,No,83351,83651,8765,8860
2025,92,SC,F,Yes,83351,83651,392,487
2025,92,ST,M,No,83351,83651,5516,5616
2025,92,ST,M,Yes,83351,83651,228,328
2025,92,ST,F,No,83351,83651,5240,5335
2025,92,ST,F,Yes,83351,83651,216,311
2025,93,GENERAL,M,No,80924,81224,81024,81124
2025,93,GENERAL,M,Yes,80924,81224,4003,4103
2025,93,GENERAL,F,No,80924,81224,76972,77067
2025,93,GENERAL,F,Yes,80924,81224,3802,3897
2025,93,EWS,M,No,80924,81224,23114,23214
2025,93,EWS,M,Yes,80924,81224,1108,1208
2025,93,EWS,F,No,80924,81224,21958,22053
2025,93,EWS,F,Yes,80924,81224,1052,1147
2025,93,OBC-NCL,M,No,80924,81224,20218,20318
2025,93,OBC-NCL,M,Yes,80924,81224,963,1063
2025,93,OBC-NCL,F,No,80924,81224,19207,19302
2025,93,OBC-NCL,F,Yes,80924,81224,914,1009
2025,93,SC,M,No,80924,81224,8958,9058
2025,93,SC,M,Yes,80924,81224,400,500
2025,93,SC,F,No,80924,81224,8510,8605
2025,93,SC,F,Yes,80924,81224,380,475
2025,93,ST,M,No,80924,81224,5354,5454
2025,93,ST,M,Yes,80924,81224,220,320
2025,93,ST,F,No,80924,81224,5086,5181
2025,93,ST,F,Yes,80924,81224,209,304
2025,94,GENERAL,M,No,78567,78867,78667,78767
2025,94,GENERAL,M,Yes,78567,78867,3885,3985
2025,94,GENERAL,F,No,78567,78867,74733,74828
2025,94,GENERAL,F,Yes,78567,78867,3690,3785
2025,94,EWS,M,No,78567,78867,22440,22540
2025,94,EWS,M,Yes,78567,78867,1074,1174
2025,94,EWS,F,No,78567,78867,21318,21413
2025,94,EWS,F,Yes,78567,78867,1020,1115
2025,94,OBC-NCL,M,No,78567,78867,19629,19729
2025,94,OBC-NCL,M,Yes,78567,78867,933,1033
2025,94,OBC-NCL,F,No,78567,78867,18647,18742
2025,94,OBC-NCL,F,Yes,78567,78867,886,981
2025,94,SC,M,No,78567,78867,8696,8796
2025,94,SC,M,Yes,78567,78867,387,487
2025,94,SC,F,No,78567,78867,8261,8356
2025,94,SC,F,Yes,78567,78867,367,462
2025,94,ST,M,No,78567,78867,5197,5297
2025,94,ST,M,Yes,78567,78867,212,312
2025,94,ST,F,No,78567,78867,4937,5032
2025,94,ST,F,Yes,78567,78867,201,296
2025,95,GENERAL,M,No,76279,76579,76379,76479
2025,95,GENERAL,M,Yes,76279,76579,3771,3871
2025,95,GENERAL,F,No,76279,76579,72560,72655
2025,95,GENERAL,F,Yes,76279,76579,3582,3677
2025,95,EWS,M,No,76279,76579,21786,21886
2025,95,EWS,M,Yes,76279,76579,1041,1141
2025,95,EWS,F,No,76279,76579,20696,20791
2025,95,EWS,F,Yes,76279,76579,988,1083
2025,95,OBC-NCL,M,No,76279,76579,19057,19157
2025,95,OBC-NCL,M,Yes,76279,76579,905,1005
2025,95,OBC-NCL,F,No,76279,76579,18104,18199
2025,95,OBC-NCL,F,Yes,76279,76579,859,954
2025,95,SC,M,No,76279,76579,8442,8542
2025,95,SC,M,Yes,76279,76579,374,474
2025,95,SC,F,No,76279,76579,8019,8114
2025,95,SC,F,Yes,76279,76579,355,450
2025,95,ST,M,No,76279,76579,5045,5145
2025,95,ST,M,Yes,76279,76579,204,304
2025,95,ST,F,No,76279,76579,4792,4887
2025,95,ST,F,Yes,76279,76579,193,288
2025,96,GENERAL,M,No,74057,74357,74157,74257
2025,96,GENERAL,M,Yes,74057,74357,3660,3760
2025,96,GENERAL,F,No,74057,74357,70449,70544
2025,96,GENERAL,F,Yes,74057,74357,3477,3572
2025,96,EWS,M,No,74057,74357,21152,21252
2025,96,EWS,M,Yes,74057,74357,1010,1110
2025,96,EWS,F,No,74057,74357,20094,20189
2025,96,EWS,F,Yes,74057,74357,959,1054
2025,96,OBC-NCL,M,No,74057,74357,18501,18601
2025,96,OBC-NCL,M,Yes,74057,74357,877,977
2025,96,OBC-NCL,F,No,74057,74357,17575,17670
2025,96,OBC-NCL,F,Yes,74057,74357,833,928
2025,96,SC,M,No,74057,74357,8195,8295
2025,96,SC,M,Yes,74057,74357,362,462
2025,96,SC,F,No,74057,74357,7785,7880
2025,96,SC,F,Yes,74057,74357,343,438
2025,96,ST,M,No,74057,74357,4897,4997
2025,96,ST,M,Yes,74057,74357,197,297
2025,96,ST,F,No,74057,74357,4652,4747
2025,96,ST,F,Yes,74057,74357,187,282
2025,97,GENERAL,M,No,71900,72200,72000,72100
2025,97,GENERAL,M,Yes,71900,72200,3552,3652
2025,97,GENERAL,F,No,71900,72200,68400,68495
2025,97,GENERAL,F,Yes,71900,72200,3374,3469
2025,97,EWS,M,No,71900,72200,20535,20635
2025,97,EWS,M,Yes,71900,72200,979,1079
2025,97,EWS,F,No,71900,72200,19508,19603
2025,97,EWS,F,Yes,71900,72200,930,1025
2025,97,OBC-NCL,M,No,71900,72200,17962,18062
2025,97,OBC-NCL,M,Yes,71900,72200,850,950
2025,97,OBC-NCL,F,No,71900,72200,17063,17158
2025,97,OBC-NCL,F,Yes,71900,72200,807,902
2025,97,SC,M,No,71900,72200,7955,8055
2025,97,SC,M,Yes,71900,72200,350,450
2025,97,SC,F,No,71900,72200,7557,7652
2025,97,SC,F,Yes,71900,72200,332,427
2025,97,ST,M,No,71900,72200,4753,4853
2025,97,ST,M,Yes,71900,72200,190,290
2025,97,ST,F,No,71900,72200,4515,4610
2025,97,ST,F,Yes,71900,72200,180,275
2025,98,GENERAL,M,No,69806,70106,69906,70006
2025,98,GENERAL,M,Yes,69806,70106,3447,3547
2025,98,GENERAL,F,No,69806,70106,66410,66505
2025,98,GENERAL,F,Yes,69806,70106,3274,3369
2025,98,EWS,M,No,69806,70106,19937,20037
2025,98,EWS,M,Yes,69806,70106,949,1049
2025,98,EWS,F,No,69806,70106,18940,19035
2025,98,EWS,F,Yes,69806,70106,901,996
2025,98,OBC-NCL,M,No,69806,70106,17439,17539
2025,98,OBC-NCL,M,Yes,69806,70106,824,924
2025,98,OBC-NCL,F,No,69806,70106,16567,16662
2025,98,OBC-NCL,F,Yes,69806,70106,782,877
2025,98,SC,M,No,69806,70106,7722,7822
2025,98,SC,M,Yes,69806,70106,338,438
2025,98,SC,F,No,69806,70106,7335,7430
2025,98,SC,F,Yes,69806,70106,321,416
2025,98,ST,M,No,69806,70106,4613,4713
2025,98,ST,M,Yes,69806,70106,183,283
2025,98,ST,F,No,69806,70106,4382,4477
2025,98,ST,F,Yes,69806,70106,173,268
2025,99,GENERAL,M,No,67772,68072,67872,67972
2025,99,GENERAL,M,Yes,67772,68072,3346,3446
2025,99,GENERAL,F,No,67772,68072,64478,64573
2025,99,GENERAL,F,Yes,67772,68072,3178,3273
2025,99,EWS,M,No,67772,68072,19356,19456
2025,99,EWS,M,Yes,67772,68072,920,1020
2025,99,EWS,F,No,67772,68072,18388,18483
2025,99,EWS,F,Yes,67772,68072,874,969
2025,99,OBC-NCL,M,No,67772,68072,16930,17030
2025,99,OBC-NCL,M,Yes,67772,68072,799,899
2025,99,OBC-NCL,F,No,67772,68072,16083,16178
2025,99,OBC-NCL,F,Yes,67772,68072,759,854
2025,99,SC,M,No,67772,68072,7496,7596
2025,99,SC,M,Yes,67772,68072,327,427
2025,99,SC,F,No,67772,68072,7121,7216
2025,99,SC,F,Yes,67772,68072,310,405
2025,99,ST,M,No,67772,68072,4478,4578
2025,99,ST,M,Yes,67772,68072,176,276
2025,99,ST,F,No,67772,68072,4254,4349
2025,99,ST,F,Yes,67772,68072,167,262
2025,100,GENERAL,M,No,65798,66098,65898,65998
2025,100,GENERAL,M,Yes,65798,66098,3247,3347
2025,100,GENERAL,F,No,65798,66098,62603,62698
2025,100,GENERAL,F,Yes,65798,66098,3084,3179
2025,100,EWS,M,No,65798,66098,18792,18892
2025,100,EWS,M,Yes,65798,66098,892,992
2025,100,EWS,F,No,65798,66098,17852,17947
2025,100,EWS,F,Yes,65798,66098,847,942
2025,100,OBC-NCL,M,No,65798,66098,16437,16537
2025,100,OBC-NCL,M,Yes,65798,66098,774,874
2025,100,OBC-NCL,F,No,65798,66098,15615,15710
