YEAR,SESSION,SHIFT,MARKS_SCORED,DIFFICULTY_FACTOR,EXPECTED_PERCENTILE
2025,January,10,24,1.0362,17.3916
2025,January,10,25,1.0362,17.7151
2025,January,10,26,1.0362,18.0549
2025,January,10,27,1.0362,18.4039
2025,January,10,28,1.0362,18.7496
2025,January,10,29,1.0362,19.1058
2025,January,10,30,1.0362,19.4602
2025,January,10,31,1.0362,19.8227
2025,January,10,32,1.0362,20.1905
2025,January,10,33,1.0362,20.5681
2025,January,10,34,1.0362,20.9433
2025,January,10,35,1.0362,21.3289
2025,January,10,36,1.0362,21.7207
2025,January,10,37,1.0362,22.114
2025,January,10,38,1.0362,22.5115
2025,January,10,39,1.0362,22.9168
2025,January,10,40,1.0362,23.3207
2025,January,10,41,1.0362,23.7432
2025,January,10,42,1.0362,24.1614
2025,January,10,43,1.0362,24.5853
2025,January,10,44,1.0362,25.0107
2025,January,10,45,1.0362,25.443
2025,January,10,46,1.0362,25.8898
2025,January,10,47,1.0362,26.3266
2025,January,10,48,1.0362,26.7835
2025,January,10,49,1.0362,27.2386
2025,January,10,50,1.0362,27.689
2025,January,10,51,1.0362,28.158
2025,January,10,52,1.0362,28.6226
2025,January,10,53,1.0362,29.1015
2025,January,10,54,1.0362,29.571
2025,January,10,55,1.0362,30.0524
2025,January,10,56,1.0362,30.5408
2025,January,10,57,1.0362,31.0346
2025,January,10,58,1.0362,31.5298
2025,January,10,59,1.0362,32.0226
2025,January,10,60,1.0362,32.5301
2025,January,10,61,1.0362,33.0356
2025,January,10,62,1.0362,33.5545
2025,January,10,63,1.0362,34.0601
2025,January,10,64,1.0362,34.5823
2025,January,10,65,1.0362,35.1098
2025,January,10,66,1.0362,35.6376
2025,January,10,67,1.0362,36.166
2025,January,10,68,1.0362,36.695
2025,January,10,69,1.0362,37.2346
2025,January,10,70,1.0362,37.7694
2025,January,10,71,1.0362,38.3198
2025,January,10,72,1.0362,38.8581
2025,January,10,73,1.0362,39.4077
2025,January,10,74,1.0362,39.961
2025,January,10,75,1.0362,40.5141
2025,January,10,76,1.0362,41.0691
2025,January,10,77,1.0362,41.6248
2025,January,10,78,1.0362,42.1904
2025,January,10,79,1.0362,42.7517
2025,January,10,80,1.0362,43.3171
2025,January,10,81,1.0362,43.8801
2025,January,10,82,1.0362,44.4517
2025,January,10,83,1.0362,45.0232
2025,January,10,84,1.0362,45.5901
2025,January,10,85,1.0362,46.1584
2025,January,10,86,1.0362,46.7318
2025,January,10,87,1.0362,47.3129
2025,January,10,88,1.0362,47.8839
2025,January,10,89,1.0362,48.4562
2025,January,10,90,1.0362,49.0352
2025,January,10,91,1.0362,49.6111
2025,January,10,92,1.0362,50.1882
2025,January,10,93,1.0362,50.7621
2025,January,10,94,1.0362,51.3408
2025,January,10,95,1.0362,51.9112
2025,January,10,96,1.0362,52.4878
2025,January,10,97,1.0362,53.0618
2025,January,10,98,1.0362,53.6365
2025,January,10,99,1.0362,54.2007
2025,January,10,100,1.0362,54.7748
2025,January,10,101,1.0362,55.341
2025,January,10,102,1.0362,55.9104
2025,January,10,103,1.0362,56.4759
2025,January,10,104,1.0362,57.0439
2025,January,10,105,1.0362,57.6098
2025,January,10,106,1.0362,58.1683
2025,January,10,107,1.0362,58.727
2025,January,10,108,1.0362,59.2855
2025,January,10,109,1.0362,59.8403
2025,January,10,110,1.0362,60.3939
2025,January,10,111,1.0362,60.9466
2025,January,10,112,1.0362,61.4847
2025,January,10,113,1.0362,62.0372
2025,January,10,114,1.0362,62.5695
2025,January,10,115,1.0362,63.1069
2025,January,10,116,1.0362,63.644
2025,January,10,117,1.0362,64.1785
2025,January,10,118,1.0362,64.7024
2025,January,10,119,1.0362,65.2283
2025,January,10,120,1.0362,65.7452
2025,January,10,121,1.0362,66.264
2025,January,10,122,1.0362,66.7747
2025,January,10,123,1.0362,67.2869
2025,January,10,124,1.0362,67.7925
2025,January,10,125,1.0362,68.2947
2025,January,10,126,1.0362,68.7925
2025,January,10,127,1.0362,69.2838
2025,January,10,128,1.0362,69.7683
2025,January,10,129,1.0362,70.2503
2025,January,10,130,1.0362,70.7336
2025,January,10,131,1.0362,71.2103
2025,January,10,132,1.0362,71.6779
2025,January,10,133,1.0362,72.1436
2025,January,10,134,1.0362,72.5985
2025,January,10,135,1.0362,73.055
2025,January,10,136,1.0362,73.5051
2025,January,10,137,1.0362,73.9523
2025,January,10,138,1.0362,74.4004
2025,January,10,139,1.0362,74.8346
2025,January,10,140,1.0362,75.266
2025,January,10,141,1.0362,75.6858
2025,January,10,142,1.0362,76.1071
2025,January,10,143,1.0362,76.5262
2025,January,10,144,1.0362,76.9343
2025,January,10,145,1.0362,77.3441
2025,January,10,146,1.0362,77.7458
2025,January,10,147,1.0362,78.1363
2025,January,10,148,1.0362,78.5355
2025,January,10,149,1.0362,78.9209
2025,January,10,150,1.0362,79.2978
2025,January,10,151,1.0362,79.676
2025,January,10,152,1.0362,80.0448
2025,January,10,153,1.0362,80.4042
2025,January,10,154,1.0362,80.7702
2025,January,10,155,1.0362,81.1264
2025,January,10,156,1.0362,81.4723
2025,January,10,157,1.0362,81.8213
2025,January,10,158,1.0362,82.1588
2025,January,10,159,1.0362,82.497
2025,January,10,160,1.0362,82.8284
2025,January,10,161,1.0362,83.1495
2025,January,10,162,1.0362,83.472
2025,January,10,163,1.0362,83.7891
2025,January,10,164,1.0362,84.0914
2025,January,10,165,1.0362,84.4
2025,January,10,166,1.0362,84.7006
2025,January,10,167,1.0362,84.9982
2025,January,10,168,1.0362,85.2894
2025,January,10,169,1.0362,85.5726
2025,January,10,170,1.0362,85.8544
2025,January,10,171,1.0362,86.1317
2025,January,10,172,1.0362,86.403
2025,January,10,173,1.0362,86.6711
2025,January,10,174,1.0362,86.9397
2025,January,10,175,1.0362,87.194
2025,January,10,176,1.0362,87.4571
2025,January,10,177,1.0362,87.7047
2025,January,10,178,1.0362,87.9553
2025,January,10,179,1.0362,88.1938
2025,January,10,180,1.0362,88.425
2025,January,10,181,1.0362,88.6641
2025,January,10,182,1.0362,88.895
2025,January,10,183,1.0362,89.1173
2025,January,10,184,1.0362,89.3418
2025,January,10,185,1.0362,89.5531
2025,January,10,186,1.0362,89.7712
2025,January,10,187,1.0362,89.978
2025,January,10,188,1.0362,90.1846
2025,January,10,189,1.0362,90.3839
2025,January,10,190,1.0362,90.5879
2025,January,10,191,1.0362,90.7839
2025,January,10,192,1.0362,90.9746
2025,January,10,193,1.0362,91.1604
2025,January,10,194,1.0362,91.3386
2025,January,10,195,1.0362,91.5177
2025,January,10,196,1.0362,91.7
2025,January,10,197,1.0362,91.8689
2025,January,10,198,1.0362,92.0425
2025,January,10,199,1.0362,92.2124
2025,January,10,200,1.0362,92.3712
2025,January,10,201,1.0362,92.5371
2025,January,10,202,1.0362,92.6921
2025,January,10,203,1.0362,92.8452
2025,January,10,204,1.0362,92.9939
2025,January,10,205,1.0362,93.148
2025,January,10,206,1.0362,93.29
2025,January,10,207,1.0362,93.4386
2025,January,10,208,1.0362,93.5735
2025,January,10,209,1.0362,93.7139
2025,January,10,210,1.0362,93.8422
2025,January,10,211,1.0362,93.9779
2025,January,10,212,1.0362,94.1117
2025,January,10,213,1.0362,94.2348
2025,January,10,214,1.0362,94.3567
2025,January,10,215,1.0362,94.4797
2025,January,10,216,1.0362,94.5953
2025,January,10,217,1.0362,94.7116
2025,January,10,218,1.0362,94.8246
2025,January,10,219,1.0362,94.9424
2025,January,10,220,1.0362,95.0513
2025,January,10,221,1.0362,95.1519
2025,January,10,222,1.0362,95.2601
2025,January,10,223,1.0362,95.3684
2025,January,10,224,1.0362,95.4655
2025,January,10,225,1.0362,95.567
2025,January,10,226,1.0362,95.6616
2025,January,10,227,1.0362,95.7513
2025,January,10,228,1.0362,95.8517
2025,January,10,229,1.0362,95.9362
2025,January,10,230,1.0362,96.0241
2025,January,10,231,1.0362,96.1174
2025,January,10,232,1.0362,96.1972
2025,January,10,233,1.0362,96.2849
2025,January,10,234,1.0362,96.3659
2025,January,10,235,1.0362,96.4465
2025,January,10,236,1.0362,96.5247
2025,January,10,237,1.0362,96.6004
2025,January,10,238,1.0362,96.6694
2025,January,10,239,1.0362,96.7434
2025,January,10,240,1.0362,96.8134
2025,January,10,241,1.0362,96.8867
2025,January,10,242,1.0362,96.9618
2025,January,10,243,1.0362,97.028
2025,January,10,244,1.0362,97.094
2025,January,10,245,1.0362,97.1543
2025,January,10,246,1.0362,97.2129
2025,January,10,247,1.0362,97.2818
2025,January,10,248,1.0362,97.3423
2025,January,10,249,1.0362,97.395
2025,January,10,250,1.0362,97.4564
2025,January,10,251,1.0362,97.5171
2025,January,10,252,1.0362,97.5658
2025,January,10,253,1.0362,97.6169
2025,January,10,254,1.0362,97.6756
2025,January,10,255,1.0362,97.7242
2025,January,10,256,1.0362,97.7753
2025,January,10,257,1.0362,97.8255
2025,January,10,258,1.0362,97.8728
2025,January,10,259,1.0362,97.9234
2025,January,10,260,1.0362,97.9672
2025,January,10,261,1.0362,98.0172
2025,January,10,262,1.0362,98.0629
2025,January,10,263,1.0362,98.0974
2025,January,10,264,1.0362,98.14
2025,January,10,265,1.0362,98.1883
2025,January,10,266,1.0362,98.2234
2025,January,10,267,1.0362,98.2622
2025,January,10,268,1.0362,98.3011
2025,January,10,269,1.0362,98.3449
2025,January,10,270,1.0362,98.3814
2025,January,10,271,1.0362,98.4207
2025,January,10,272,1.0362,98.449
2025,January,10,273,1.0362,98.49
2025,January,10,274,1.0362,98.5209
2025,January,10,275,1.0362,98.5521
2025,January,10,276,1.0362,98.5881
2025,January,10,277,1.0362,98.6196
2025,January,10,278,1.0362,98.6517
2025,January,10,279,1.0362,98.677
2025,January,10,280,1.0362,98.7078
2025,January,10,281,1.0362,98.733
2025,January,10,282,1.0362,98.7643
2025,January,10,283,1.0362,98.7927
2025,January,10,284,1.0362,98.8218
2025,January,10,285,1.0362,98.8432
2025,January,10,286,1.0362,98.8706
2025,January,10,287,1.0362,98.8978
2025,January,10,288,1.0362,98.9256
2025,January,10,289,1.0362,98.9479
2025,January,10,290,1.0362,98.9693
2025,January,10,291,1.0362,98.9964
2025,January,10,292,1.0362,99.0143
2025,January,10,293,1.0362,99.0436
2025,January,10,294,1.0362,99.0592
2025,January,10,295,1.0362,99.0805
2025,January,10,296,1.0362,99.1024
2025,January,10,297,1.0362,99.1275
2025,January,10,298,1.0362,99.1421
2025,January,10,299,1.0362,99.1585
2025,January,10,300,1.0362,99.1793
2025,April,1,-20,1.071,7.001
2025,April,1,-19,1.071,7.1531
2025,April,1,-18,1.071,7.3181
2025,April,1,-17,1.071,7.4773
2025,April,1,-16,1.071,7.6392
2025,April,1,-15,1.071,7.8111
2025,April,1,-14,1.071,7.9846
2025,April,1,-13,1.071,8.1591
2025,April,1,-12,1.071,8.3425
2025,April,1,-11,1.071,8.531
2025,April,1,-10,1.071,8.7142
2025,April,1,-9,1.071,8.9012
2025,April,1,-8,1.071,9.1017
2025,April,1,-7,1.071,9.3021
2025,April,1,-6,1.071,9.5002
2025,April,1,-5,1.071,9.7105
2025,April,1,-4,1.071,9.9171
2025,April,1,-3,1.071,10.1317
2025,April,1,-2,1.071,10.3531
2025,April,1,-1,1.071,10.5711
2025,April,1,0,1.071,10.8007
2025,April,1,1,1.071,11.0374
2025,April,1,2,1.071,11.267
2025,April,1,3,1.071,11.5059
2025,April,1,4,1.071,11.7513
2025,April,1,5,1.071,12.0027
2025,April,1,6,1.071,12.2619
2025,April,1,7,1.071,12.5191
2025,April,1,8,1.071,12.778
2025,April,1,9,1.071,13.0443
2025,April,1,10,1.071,13.3222
2025,April,1,11,1.071,13.5925
2025,April,1,12,1.071,13.8767
2025,April,1,13,1.071,14.1663
2025,April,1,14,1.071,14.4525
2025,April,1,15,1.071,14.7568
2025,April,1,16,1.071,15.0592
2025,April,1,17,1.071,15.3599
2025,April,1,18,1.071,15.6765
2025,April,1,19,1.071,15.9874
2025,April,1,20,1.071,16.3122
2025,April,1,21,1.071,16.6373
2025,April,1,22,1.071,16.9758
2025,April,1,23,1.071,17.3137
2025,April,1,24,1.071,17.6507
2025,April,1,25,1.071,18.0026
2025,April,1,26,1.071,18.361
2025,April,1,27,1.071,18.7202
2025,April,1,28,1.071,19.0824
2025,April,1,29,1.071,19.4536
2025,April,1,30,1.071,19.8241
2025,April,1,31,1.071,20.2113
2025,April,1,32,1.071,20.5967
2025,April,1,33,1.071,20.9914
2025,April,1,34,1.071,21.3853
2025,April,1,35,1.071,21.792
2025,April,1,36,1.071,22.1956
2025,April,1,37,1.071,22.6095
2025,April,1,38,1.071,23.029
2025,April,1,39,1.071,23.4482
2025,April,1,40,1.071,23.8802
2025,April,1,41,1.071,24.3168
2025,April,1,42,1.071,24.7543
2025,April,1,43,1.071,25.2034
2025,April,1,44,1.071,25.6536
2025,April,1,45,1.071,26.1138
2025,April,1,46,1.071,26.575
2025,April,1,47,1.071,27.0377
2025,April,1,48,1.071,27.5175
2025,April,1,49,1.071,27.9931
2025,April,1,50,1.071,28.4696
2025,April,1,51,1.071,28.9565
2025,April,1,52,1.071,29.4512
2025,April,1,53,1.071,29.9535
2025,April,1,54,1.071,30.4529
2025,April,1,55,1.071,30.9554
2025,April,1,56,1.071,31.4679
2025,April,1,57,1.071,31.9869
2025,April,1,58,1.071,32.5031
2025,April,1,59,1.071,33.0254
2025,April,1,60,1.071,33.5569
2025,April,1,61,1.071,34.086
2025,April,1,62,1.071,34.6238
2025,April,1,63,1.071,35.1647
2025,April,1,64,1.071,35.7075
2025,April,1,65,1.071,36.2609
2025,April,1,66,1.071,36.8102
2025,April,1,67,1.071,37.3671
2025,April,1,68,1.071,37.9246
2025,April,1,69,1.071,38.4892
2025,April,1,70,1.071,39.0533
2025,April,1,71,1.071,39.616
2025,April,1,72,1.071,40.1945
2025,April,1,73,1.071,40.7643
2025,April,1,74,1.071,41.342
2025,April,1,75,1.071,41.9197
2025,April,1,76,1.071,42.4991
2025,April,1,77,1.071,43.0861
2025,April,1,78,1.071,43.6682
2025,April,1,79,1.071,44.2549
2025,April,1,80,1.071,44.8452
2025,April,1,81,1.071,45.4345
2025,April,1,82,1.071,46.0192
2025,April,1,83,1.071,46.6112
2025,April,1,84,1.071,47.2052
2025,April,1,85,1.071,47.7954
2025,April,1,86,1.071,48.3925
2025,April,1,87,1.071,48.9843
2025,April,1,88,1.071,49.5854
2025,April,1,89,1.071,50.1798
2025,April,1,90,1.071,50.7677
2025,April,1,91,1.071,51.3707
2025,April,1,92,1.071,51.9599
2025,April,1,93,1.071,52.5572
2025,April,1,94,1.071,53.1443
2025,April,1,95,1.071,53.7373
2025,April,1,96,1.071,54.3326
2025,April,1,97,1.071,54.923
2025,April,1,98,1.071,55.5142
2025,April,1,99,1.071,56.0958
2025,April,1,100,1.071,56.679
2025,April,1,101,1.071,57.2671
2025,April,1,102,1.071,57.8423
2025,April,1,103,1.071,58.421
2025,April,1,104,1.071,59.0023
2025,April,1,105,1.071,59.5743
2025,April,1,106,1.071,60.1492
2025,April,1,107,1.071,60.7204
2025,April,1,108,1.071,61.2803
2025,April,1,109,1.071,61.8478
2025,April,1,110,1.071,62.4061
2025,April,1,111,1.071,62.9593
2025,April,1,112,1.071,63.5156
2025,April,1,113,1.071,64.0624
2025,April,1,114,1.071,64.6167
2025,April,1,115,1.071,65.1573
2025,April,1,116,1.071,65.6927
2025,April,1,117,1.071,66.2269
2025,April,1,118,1.071,66.7632
2025,April,1,119,1.071,67.2831
2025,April,1,120,1.071,67.8073
2025,April,1,121,1.071,68.3229
2025,April,1,122,1.071,68.8329
2025,April,1,123,1.071,69.3405
2025,April,1,124,1.071,69.8446
2025,April,1,125,1.071,70.3501
2025,April,1,126,1.071,70.8372
2025,April,1,127,1.071,71.3275
2025,April,1,128,1.071,71.8175
2025,April,1,129,1.071,72.2961
2025,April,1,130,1.071,72.7652
2025,April,1,131,1.071,73.2337
2025,April,1,132,1.071,73.6997
2025,April,1,133,1.071,74.1623
2025,April,1,134,1.071,74.6168
2025,April,1,135,1.071,75.059
2025,April,1,136,1.071,75.5005
2025,April,1,137,1.071,75.945
2025,April,1,138,1.071,76.3759
2025,April,1,139,1.071,76.804
2025,April,1,140,1.071,77.2228
2025,April,1,141,1.071,77.641
2025,April,1,142,1.071,78.0475
2025,April,1,143,1.071,78.4495
2025,April,1,144,1.071,78.8515
2025,April,1,145,1.071,79.2496
2025,April,1,146,1.071,79.6344
2025,April,1,147,1.071,80.0142
2025,April,1,148,1.071,80.3934
2025,April,1,149,1.071,80.7655
2025,April,1,150,1.071,81.1408
2025,April,1,151,1.071,81.4942
2025,April,1,152,1.071,81.8536
2025,April,1,153,1.071,82.2024
2025,April,1,154,1.071,82.55
2025,April,1,155,1.071,82.8857
2025,April,1,156,1.071,83.2244
2025,April,1,157,1.071,83.5533
2025,April,1,158,1.071,83.8816
2025,April,1,159,1.071,84.2025
2025,April,1,160,1.071,84.5125
2025,April,1,161,1.071,84.8207
2025,April,1,162,1.071,85.1255
2025,April,1,163,1.071,85.4201
2025,April,1,164,1.071,85.7194
2025,April,1,165,1.071,86.0063
2025,April,1,166,1.071,86.2879
2025,April,1,167,1.071,86.5737
2025,April,1,168,1.071,86.847
2025,April,1,169,1.071,87.1183
2025,April,1,170,1.071,87.3762
2025,April,1,171,1.071,87.6414
2025,April,1,172,1.071,87.8946
2025,April,1,173,1.071,88.1412
2025,April,1,174,1.071,88.3964
2025,April,1,175,1.071,88.6309
2025,April,1,176,1.071,88.8691
2025,April,1,177,1.071,89.1001
2025,April,1,178,1.071,89.3384
2025,April,1,179,1.071,89.5564
2025,April,1,180,1.071,89.7783
2025,April,1,181,1.071,89.9931
2025,April,1,182,1.071,90.2104
2025,April,1,183,1.071,90.4168
2025,April,1,184,1.071,90.6168
2025,April,1,185,1.071,90.8202
2025,April,1,186,1.071,91.0174
2025,April,1,187,1.071,91.2131
2025,April,1,188,1.071,91.4023
2025,April,1,189,1.071,91.5877
2025,April,1,190,1.071,91.7687
2025,April,1,191,1.071,91.9451
2025,April,1,192,1.071,92.117
2025,April,1,193,1.071,92.2869
2025,April,1,194,1.071,92.4611
2025,April,1,195,1.071,92.6176
2025,April,1,196,1.071,92.7811
2025,April,1,197,1.071,92.9365
2025,April,1,198,1.071,93.0908
2025,April,1,199,1.071,93.2451
2025,April,1,200,1.071,93.3917
2025,April,1,201,1.071,93.5443
2025,April,1,202,1.071,93.6811
2025,April,1,203,1.071,93.8168
2025,April,1,204,1.071,93.9614
2025,April,1,205,1.071,94.0884
2025,April,1,206,1.071,94.2266
2025,April,1,207,1.071,94.3465
2025,April,1,208,1.071,94.474
2025,April,1,209,1.071,94.5983
2025,April,1,210,1.071,94.7201
2025,April,1,211,1.071,94.8325
2025,April,1,212,1.071,94.9547
2025,April,1,213,1.071,95.0681
2025,April,1,214,1.071,95.1723
2025,April,1,215,1.071,95.2863
2025,April,1,216,1.071,95.3883
2025,April,1,217,1.071,95.4955
2025,April,1,218,1.071,95.5914
2025,April,1,219,1.071,95.6939
2025,April,1,220,1.071,95.7931
2025,April,1,221,1.071,95.8826
2025,April,1,222,1.071,95.9768
2025,April,1,223,1.071,96.0724
2025,April,1,224,1.071,96.1606
2025,April,1,225,1.071,96.2467
2025,April,1,226,1.071,96.3284
2025,April,1,227,1.071,96.4179
2025,April,1,228,1.071,96.4933
2025,April,1,229,1.071,96.571
2025,April,1,230,1.071,96.6491
2025,April,1,231,1.071,96.7251
2025,April,1,232,1.071,96.8006
2025,April,1,233,1.071,96.8759
2025,April,1,234,1.071,96.9494
2025,April,1,235,1.071,97.0123
2025,April,1,236,1.071,97.0827
2025,April,1,237,1.071,97.1505
2025,April,1,238,1.071,97.2206
2025,April,1,239,1.071,97.2781
2025,April,1,240,1.071,97.3467
2025,April,1,241,1.071,97.4029
2025,April,1,242,1.071,97.4662
2025,April,1,243,1.071,97.5187
2025,April,1,244,1.071,97.5755
2025,April,1,245,1.071,97.6336
2025,April,1,246,1.071,97.6853
2025,April,1,247,1.071,97.743
2025,April,1,248,1.071,97.7979
2025,April,1,249,1.071,97.8486
2025,April,1,250,1.071,97.8955
2025,April,1,251,1.071,97.9415
2025,April,1,252,1.071,97.9941
2025,April,1,253,1.071,98.0392
2025,April,1,254,1.071,98.0845
2025,April,1,255,1.071,98.1298
2025,April,1,256,1.071,98.1684
2025,April,1,257,1.071,98.2129
2025,April,1,258,1.071,98.2493
2025,April,1,259,1.071,98.297
2025,April,1,260,1.071,98.333
2025,April,1,261,1.071,98.3664
2025,April,1,262,1.071,98.4094
2025,April,1,263,1.071,98.4483
2025,April,1,264,1.071,98.483
2025,April,1,265,1.071,98.5193
2025,April,1,266,1.071,98.5488
2025,April,1,267,1.071,98.5816
2025,April,1,268,1.071,98.6156
2025,April,1,269,1.071,98.6484
2025,April,1,270,1.071,98.6794
2025,April,1,271,1.071,98.7139
2025,April,1,272,1.071,98.7451
2025,April,1,273,1.071,98.768
2025,April,1,274,1.071,98.7959
2025,April,1,275,1.071,98.8319
2025,April,1,276,1.071,98.8554
2025,April,1,277,1.071,98.8841
2025,April,1,278,1.071,98.9086
2025,April,1,279,1.071,98.9351
2025,April,1,280,1.071,98.9596
2025,April,1,281,1.071,98.9823
2025,April,1,282,1.071,99.0042
2025,April,1,283,1.071,99.026
2025,April,1,284,1.071,99.0498
2025,April,1,285,1.071,99.0746
2025,April,1,286,1.071,99.0985
2025,April,1,287,1.071,99.1187
2025,April,1,288,1.071,99.1411
2025,April,1,289,1.071,99.1545
2025,April,1,290,1.071,99.1796
2025,April,1,291,1.071,99.1925
2025,April,1,292,1.071,99.2157
2025,April,1,293,1.071,99.2318
2025,April,1,294,1.071,99.2547
2025,April,1,295,1.071,99.2671
2025,April,1,296,1.071,99.2839
2025,April,1,297,1.071,99.3029
2025,April,1,298,1.071,99.3226
2025,April,1,299,1.071,99.3366
2025,April,1,300,1.071,99.3477
2025,April,2,-20,1.0537,7.0428
2025,April,2,-19,1.0537,7.2035
2025,April,2,-18,1.0537,7.361
2025,April,2,-17,1.0537,7.525
2025,April,2,-16,1.0537,7.6887
2025,April,2,-15,1.0537,7.8511
2025,April,2,-14,1.0537,8.0201
2025,April,2,-13,1.0537,8.2035
2025,April,2,-12,1.0537,8.3738
2025,April,2,-11,1.0537,8.5569
2025,April,2,-10,1.0537,8.7458
2025,April,2,-9,1.0537,8.932
2025,April,2,-8,1.0537,9.1277
2025,April,2,-7,1.0537,9.3204
2025,April,2,-6,1.0537,9.5253
2025,April,2,-5,1.0537,9.7222
2025,April,2,-4,1.0537,9.9332
2025,April,2,-3,1.0537,10.1453
2025,April,2,-2,1.0537,10.3604
2025,April,2,-1,1.0537,10.5776
2025,April,2,0,1.0537,10.7984
2025,April,2,1,1.0537,11.0347
2025,April,2,2,1.0537,11.2662
2025,April,2,3,1.0537,11.502
2025,April,2,4,1.0537,11.7362
2025,April,2,5,1.0537,11.9856
2025,April,2,6,1.0537,12.2337
2025,April,2,7,1.0537,12.4819
2025,April,2,8,1.0537,12.7408
2025,April,2,9,1.0537,13.0058
2025,April,2,10,1.0537,13.2779
2025,April,2,11,1.0537,13.547
2025,April,2,12,1.0537,13.8238
2025,April,2,13,1.0537,14.1029
2025,April,2,14,1.0537,14.3909
2025,April,2,15,1.0537,14.6813
2025,April,2,16,1.0537,14.9717
2025,April,2,17,1.0537,15.2819
2025,April,2,18,1.0537,15.5865
2025,April,2,19,1.0537,15.895
2025,April,2,20,1.0537,16.2119
2025,April,2,21,1.0537,16.5323
2025,April,2,22,1.0537,16.854
2025,April,2,23,1.0537,17.1812
2025,April,2,24,1.0537,17.5212
2025,April,2,25,1.0537,17.8645
2025,April,2,26,1.0537,18.2132
2025,April,2,27,1.0537,18.5623
2025,April,2,28,1.0537,18.9116
2025,April,2,29,1.0537,19.2747
2025,April,2,30,1.0537,19.6419
2025,April,2,31,1.0537,20.0184
2025,April,2,32,1.0537,20.3979
2025,April,2,33,1.0537,20.7746
2025,April,2,34,1.0537,21.1664
2025,April,2,35,1.0537,21.5563
2025,April,2,36,1.0537,21.9568
2025,April,2,37,1.0537,22.3589
2025,April,2,38,1.0537,22.7678
2025,April,2,39,1.0537,23.183
2025,April,2,40,1.0537,23.6037
2025,April,2,41,1.0537,24.0322
2025,April,2,42,1.0537,24.4564
2025,April,2,43,1.0537,24.8976
2025,April,2,44,1.0537,25.3341
2025,April,2,45,1.0537,25.7851
2025,April,2,46,1.0537,26.2338
2025,April,2,47,1.0537,26.6888
2025,April,2,48,1.0537,27.1526
2025,April,2,49,1.0537,27.6181
2025,April,2,50,1.0537,28.0809
2025,April,2,51,1.0537,28.5566
2025,April,2,52,1.0537,29.0381
2025,April,2,53,1.0537,29.5204
2025,April,2,54,1.0537,30.0138
2025,April,2,55,1.0537,30.5055
2025,April,2,56,1.0537,31.0114
2025,April,2,57,1.0537,31.5099
2025,April,2,58,1.0537,32.0165
2025,April,2,59,1.0537,32.5286
2025,April,2,60,1.0537,33.0426
2025,April,2,61,1.0537,33.5645
2025,April,2,62,1.0537,34.088
2025,April,2,63,1.0537,34.6141
2025,April,2,64,1.0537,35.1469
2025,April,2,65,1.0537,35.6894
2025,April,2,66,1.0537,36.2252
2025,April,2,67,1.0537,36.7637
2025,April,2,68,1.0537,37.3176
2025,April,2,69,1.0537,37.8585
2025,April,2,70,1.0537,38.4185
2025,April,2,71,1.0537,38.9738
2025,April,2,72,1.0537,39.53
2025,April,2,73,1.0537,40.0905
2025,April,2,74,1.0537,40.6591
2025,April,2,75,1.0537,41.2212
2025,April,2,76,1.0537,41.7906
2025,April,2,77,1.0537,42.362
2025,April,2,78,1.0537,42.9323
2025,April,2,79,1.0537,43.5078
2025,April,2,80,1.0537,44.0839
2025,April,2,81,1.0537,44.6565
2025,April,2,82,1.0537,45.244
2025,April,2,83,1.0537,45.8188
2025,April,2,84,1.0537,46.405
2025,April,2,85,1.0537,46.9895
2025,April,2,86,1.0537,47.5693
2025,April,2,87,1.0537,48.1554
2025,April,2,88,1.0537,48.7367
2025,April,2,89,1.0537,49.3288
2025,April,2,90,1.0537,49.9111
2025,April,2,91,1.0537,50.4913
2025,April,2,92,1.0537,51.0786
2025,April,2,93,1.0537,51.6662
2025,April,2,94,1.0537,52.2526
2025,April,2,95,1.0537,52.8311
2025,April,2,96,1.0537,53.4144
2025,April,2,97,1.0537,54.0016
2025,April,2,98,1.0537,54.5758
2025,April,2,99,1.0537,55.1602
2025,April,2,100,1.0537,55.7359
2025,April,2,101,1.0537,56.3151
2025,April,2,102,1.0537,56.8888
2025,April,2,103,1.0537,57.4646
2025,April,2,104,1.0537,58.0352
2025,April,2,105,1.0537,58.6033
2025,April,2,106,1.0537,59.1667
2025,April,2,107,1.0537,59.7375
2025,April,2,108,1.0537,60.3025
2025,April,2,109,1.0537,60.8563
2025,April,2,110,1.0537,61.41
2025,April,2,111,1.0537,61.9633
2025,April,2,112,1.0537,62.5198
2025,April,2,113,1.0537,63.0671
2025,April,2,114,1.0537,63.6039
2025,April,2,115,1.0537,64.1459
2025,April,2,116,1.0537,64.6834
2025,April,2,117,1.0537,65.2175
2025,April,2,118,1.0537,65.7455
2025,April,2,119,1.0537,66.2753
2025,April,2,120,1.0537,66.7983
2025,April,2,121,1.0537,67.315
2025,April,2,122,1.0537,67.8254
2025,April,2,123,1.0537,68.3311
2025,April,2,124,1.0537,68.8415
2025,April,2,125,1.0537,69.3398
2025,April,2,126,1.0537,69.8383
2025,April,2,127,1.0537,70.3254
2025,April,2,128,1.0537,70.8079
2025,April,2,129,1.0537,71.2957
2025,April,2,130,1.0537,71.7683
2025,April,2,131,1.0537,72.2462
2025,April,2,132,1.0537,72.7045
2025,April,2,133,1.0537,73.1733
